t,reward,oracle,regret,sales,health,roll_reward,roll_regret,roll_sales,roll_health
12732,5.061837837837837,12.216000000000001,7.154162162162164,50.0,5.26,7.594405593057356,4.513495451472606,74.65734705096992,5.092705568208592
12733,8.17905617977528,12.216000000000001,4.036943820224721,54.0,5.25,7.5944515056211,4.513458027911176,74.65572483116067,5.092717920527721
12734,5.0187598253275105,12.216000000000001,7.1972401746724906,65.0,5.26,7.594249252642672,4.513668768558743,74.65496662740479,5.092731056144483
12735,7.435267605633802,12.216000000000001,4.780732394366199,38.0,5.25,7.594236769787222,4.513689737750467,74.6520885678392,5.092743404522613
12736,7.297529411764705,12.216000000000001,4.918470588235296,69.0,5.26,7.594213474870207,4.513721517671209,74.65164481432048,5.092756536075998
12737,6.779106796116505,12.216000000000001,5.436893203883496,48.0,4.89,7.594149484708583,4.513793991504324,74.64955252001884,5.0927406186214474
12738,9.269789731051345,12.224,2.954210268948655,578.0,4.21,7.594281020955255,4.513671565590001,74.68906507575163,5.092671324279771
12739,5.279555555555556,12.216000000000001,6.9364444444444455,23.0,5.25,7.594099331358284,4.513861736145641,74.68500784929357,5.092683673469388
12740,7.608615384615385,12.216000000000001,4.607384615384616,78.0,5.26,7.59410047067649,4.513869076454819,74.68526803233655,5.092696805588258
12741,8.754461538461538,12.216000000000001,3.4615384615384635,21.0,4.89,7.594191536527045,4.513786488900674,74.68105477946948,5.092680897818238
12742,5.829861386138614,12.224,6.3941386138613865,147.0,4.21,7.594053081677294,4.51393404851183,74.68672996939496,5.092611629914463
12743,7.224,12.216000000000001,4.992000000000001,50.0,5.25,7.594024044241507,4.513971561533761,74.68479284369114,5.092623979912116
12744,10.435920529801324,12.216000000000001,1.780079470198677,125.0,5.26,7.594247025527152,4.513757054504233,74.68874068262063,5.092637112593174
12745,8.724,12.216000000000001,3.492000000000001,28.0,5.25,7.594335661410918,4.513676891546873,74.68507767142633,5.092649458653695
12746,5.963130434782609,12.216000000000001,6.2528695652173925,43.0,5.26,7.59420769363602,4.5138133309187785,74.68259198242724,5.092662587275437
12747,2.2239999999999998,12.216000000000001,9.992,18.0,5.25,7.593786434795916,4.514243060026802,74.67814559146532,5.09267492940069
12748,11.11288888888889,12.224,1.1111111111111107,64.0,5.26,7.594062464480919,4.513976126781142,74.67730802415876,5.092688053965017
12749,5.140666666666666,12.216000000000001,7.075333333333335,16.0,5.25,7.5938700412810896,4.51417701754244,74.67270588235294,5.092700392156863
12750,4.224,12.216000000000001,7.992000000000001,34.0,5.26,7.593605758476504,4.514449766580355,74.66951611638302,5.092713512665673
12751,5.628698412698412,12.216000000000001,6.587301587301589,96.0,4.89,7.593451672266828,4.514612317695531,74.67118883312422,5.092697616060226
12752,12.216000000000001,12.216000000000001,0.0,376.0,4.21,7.5938141397903705,4.514258313749973,74.69481690582607,5.092628401160511
12753,3.3924705882352946,12.216000000000001,8.823529411764707,5.0,5.08,7.593484725994577,4.514596189796548,74.68935236004391,5.092627411008311
12754,8.265382716049384,12.224,3.958617283950616,99.0,4.29,7.593537403218415,4.5145526007016175,74.69125833006665,5.092564484515876
12755,8.133090909090908,12.216000000000001,4.082909090909093,14.0,5.25,7.593579701235495,4.514518762232678,74.68650047036688,5.092576826591408
12756,3.644571428571429,12.216000000000001,8.571428571428573,19.0,4.51,7.593270145048878,4.514836776641174,74.68213529826762,5.092531159363487
12757,9.153133858267717,12.216000000000001,3.062866141732284,98.0,5.25,7.593392410585265,4.514722968000721,74.68396300360558,5.092543502116319
12758,12.224,12.224,0.0,234.0,5.26,7.593755339309257,4.514369121855411,74.69644956501293,5.092556626694882
12759,3.2686315789473683,12.216000000000001,8.947368421052634,2.0,5.08,7.593416379766909,4.5147165355935925,74.69075235109717,5.092555642633228
12760,2.7001402337228715,12.224,9.523859766277129,30.0,4.47,7.5930329242269,4.515109070914547,74.68725021550036,5.092506856829401
12761,12.224,12.224,0.0,220.0,5.25,7.5933957958046925,4.51475527769476,74.69863657733897,5.092519197617928
12762,6.108892086330934,12.216000000000001,6.107107913669067,109.0,5.26,7.593279482734922,4.514880040888051,74.70132414009245,5.0925323199874635
12763,4.257898305084746,12.216000000000001,7.958101694915255,14.0,5.25,7.593018171141562,4.515149801280876,74.69656847383266,5.092544656847383
12764,5.202723404255319,12.216000000000001,7.013276595744682,43.0,5.26,7.592830917340787,4.5153455025573725,74.69408538973757,5.092557775166471
12765,10.485230769230771,12.224,1.738769230769229,44.0,5.08,7.593057487907283,4.515128004807742,74.69168102772991,5.092556791477362
12766,10.166310559006211,12.224,2.057689440993789,129.0,4.29,7.593259042937526,4.514935521173072,74.69593483198872,5.09249392966241
12767,7.216,7.216,0.0,303.0,4.84,7.593229495706719,4.514581907802053,74.71381578947368,5.092474154135338
12768,5.300923076923077,12.216000000000001,6.915076923076924,77.0,5.26,7.593049974489805,4.51476990177302,74.71399483123189,5.0924872738663955
12769,2.216,12.224,10.008,3.0,4.89,7.592628905580291,4.515200068577893,74.70837901331245,5.092471417384495
12770,5.5734007220216615,12.224,6.650599277978339,94.0,4.35,7.592470795159528,4.515367275469241,74.70988959361053,5.0924132800876984
12771,7.142032786885245,12.216000000000001,5.073967213114756,32.0,5.25,7.592435527542219,4.515411011762511,74.70654556843094,5.092425618540557
12772,7.027493449781659,12.216000000000001,5.188506550218342,111.0,5.26,7.592391298146011,4.515463708508652,74.70938698817818,5.09243873796289
12773,5.341,12.216000000000001,6.875000000000001,21.0,4.89,7.592215050197198,4.515648422481682,74.70518240175356,5.092422890245812
12774,4.915386503067484,12.216000000000001,7.300613496932517,89.0,4.35,7.592005513716013,4.515866423661678,74.70630136986301,5.0923647749510765
12775,8.61288888888889,12.216000000000001,3.6031111111111116,51.0,5.25,7.592085420054083,4.515794980697327,74.7044458359424,5.092377113337508
12776,3.5185210084033613,12.216000000000001,8.69747899159664,32.0,4.51,7.591766599954556,4.516122262845789,74.7011035454332,5.092331533223762
12777,3.4171818181818177,12.216000000000001,8.798818181818184,26.0,5.25,7.591439899001217,4.516457424523592,74.69729222100486,5.092343872280482
12778,5.13025,12.216000000000001,7.085750000000001,94.0,5.26,7.591247302561824,4.516658480363288,74.69880272321778,5.092356991939901
12779,5.1921904761904765,12.216000000000001,7.023809523809525,26.0,4.89,7.591059582935347,4.516854658066219,74.69499217527387,5.092341158059468
12780,2.647654676258993,12.224,9.576345323741007,19.0,4.35,7.590672805303965,4.517250518379627,74.69063453563884,5.092283076441593
12781,5.377153153153153,12.216000000000001,6.838846846846848,36.0,5.25,7.59049963055415,4.51743214851016,74.68760757314975,5.092295415427945
12782,4.632759124087591,12.216000000000001,7.58324087591241,33.0,5.26,7.590268249774485,4.517671983347632,74.68434639755925,5.092308534772744
12783,6.692085106382978,12.216000000000001,5.5239148936170235,23.0,5.25,7.59019799139343,4.517750694463892,74.68030350438048,5.092320869837296
12784,4.421802197802197,12.216000000000001,7.794197802197804,41.0,5.26,7.589950170056427,4.518006967213812,74.67766914352757,5.0923339851388345
12785,7.572837209302325,12.216000000000001,4.6431627906976765,24.0,5.25,7.589948831642477,4.518016755718699,74.67370561551697,5.092346316283435
12786,9.379172413793103,12.216000000000001,2.8368275862068977,83.0,5.26,7.590088756846368,4.517885279284077,74.6743567685931,5.092359427543599
12787,12.224,12.224,0.0,167.0,5.25,7.59045112087852,4.517531988286323,74.68157647794807,5.092371754770097
12788,2.3369943502824855,12.216000000000001,9.879005649717516,2.0,5.26,7.590040341554836,4.517951213687952,74.67589334584409,5.092384861990773
12789,6.113058823529412,12.208,6.094941176470588,107.0,4.89,7.589924862155459,4.518074512355878,74.67842064112588,5.092369038311181
12790,8.10095575221239,12.216000000000001,4.115044247787612,134.0,4.21,7.5899648145352625,4.518043003461767,74.6830584004378,5.092300054725979
12791,8.259165467625898,12.216000000000001,3.9568345323741028,92.0,4.89,7.590017128532533,4.517999131630069,74.68441213258286,5.092284240150094
12792,6.369846153846154,12.216000000000001,5.846153846153847,125.0,4.89,7.589921750515282,4.518102950493081,74.68834518877512,5.092268428046588
12793,8.224,12.216000000000001,3.992000000000001,19.0,5.25,7.589971311110052,4.518061829424574,74.68399249648273,5.092280756604659
12794,4.034344827586207,12.216000000000001,8.181655172413794,46.0,5.26,7.589693419239516,4.518348159502182,74.68175068386088,5.092293864790934
12795,9.916307692307692,12.216000000000001,2.2996923076923093,41.0,5.25,7.589875242799461,4.518174772830424,74.67911847452329,5.092306189434198
12796,6.6470769230769235,12.216000000000001,5.5689230769230775,73.0,5.26,7.589801569413533,4.518256881785968,74.67898726263968,5.092319293584434
12797,4.522850574712644,12.216000000000001,7.693149425287357,21.0,5.25,7.589561926422855,4.5185049590279975,74.67479293639632,5.092331614314737
12798,3.012381742738589,12.216000000000001,9.203618257261413,20.0,5.26,7.58920430628193,4.518871012102318,74.67052113446363,5.092344714430815
12799,8.724,12.216000000000001,3.492000000000001,30.0,5.25,7.589292962195502,4.518790787804498,74.66703125,5.09235703125
12800,6.300086956521739,12.216000000000001,5.9159130434782625,79.0,5.26,7.589192250844384,4.518899929454031,74.66736973673932,5.092370127333802
12801,5.1668196721311475,12.216000000000001,7.049180327868854,19.0,4.89,7.58900303255203,4.519097576727771,74.6630214029058,5.092354319637557
12802,10.160444444444444,12.224,2.0635555555555563,288.0,4.21,7.589203879338868,4.518905782459148,74.67968444895727,5.092285401858939
12803,5.974,12.216000000000001,6.242000000000001,13.0,5.25,7.589077730957164,4.519040357140306,74.67486722899093,5.0922977194626675
12804,12.224,12.224,0.0,106.0,5.26,7.589439692868062,4.518687444968721,74.67731354939477,5.0923108160874655
12805,7.359135135135135,12.216000000000001,4.856864864864866,20.0,5.25,7.589421708754542,4.518713852701026,74.6730438856786,5.092323129782915
12806,5.393398907103824,12.216000000000001,6.822601092896177,58.0,5.26,7.589250238246097,4.518893745512785,74.67174201608495,5.092336222378386
12807,5.001777777777777,12.216000000000001,7.214222222222224,11.0,5.25,7.589048218222637,4.5191041865243955,74.66677076826983,5.092348532167395
12808,5.294175438596492,12.216000000000001,6.921824561403509,35.0,5.26,7.588869057259282,4.5192917671610475,74.66367397923335,5.09236162073542
12809,5.557333333333333,12.216000000000001,6.658666666666668,24.0,5.25,7.588710467429155,4.519458775349924,74.65971896955503,5.092373926619828
12810,7.253239766081871,12.216000000000001,4.9627602339181305,86.0,5.26,7.58868428128433,4.519493378539259,74.66060416829288,5.092387011162282
12811,4.888756446991404,12.216000000000001,7.327243553008597,109.0,5.25,7.588473546985681,4.519712528568487,74.66328442085545,5.092399313143927
12812,12.224,12.224,0.0,391.0,5.26,7.588835330053894,4.5193597842831075,74.68797315226723,5.092412393662687
12813,5.081142857142857,12.216000000000001,7.134857142857144,54.0,5.25,7.588639630625698,4.519563896766218,74.68635867020447,5.092424691743406
12814,6.017103448275861,12.216000000000001,6.19889655172414,89.0,5.26,7.588516998071476,4.519694941062352,74.68747561451424,5.092437768240343
12815,6.952842105263158,12.216000000000001,5.263157894736843,173.0,5.08,7.588467397970601,4.519752951592445,74.69514669163546,5.092436797752809
12816,12.216000000000001,12.216000000000001,0.0,193.0,4.29,7.588828444440292,4.519400314239586,74.7043769992978,5.092374190528204
12817,12.224,12.224,0.0,25.0,5.25,7.58919005869802,4.519047731908938,74.70049929786238,5.092386487751599
12818,4.642300653594771,12.216000000000001,7.57369934640523,40.0,5.26,7.588960174198053,4.519286022853201,74.69779233949606,5.092399563148452
