t,reward,oracle,regret,sales,health,roll_reward,roll_regret,roll_sales,roll_health
4585,5.059820895522388,12.224,7.164179104477612,96.0,5.26,7.751539045470868,4.362130383225164,74.98015699956389,5.060944177932838
4586,7.224,7.224,0.0,193.0,5.45,7.751424038048704,4.361179406468411,75.0058862001308,5.061028994985829
4587,4.450042553191489,12.224,7.773957446808511,22.0,4.26,7.750704469285656,4.361923255213036,74.99433304272014,5.060854402789887
4588,12.224,12.224,0.0,87.0,5.25,7.751679255847155,4.360972738051299,74.99694922641098,5.0608956199607755
4589,5.842090452261306,12.224,6.381909547738694,73.0,5.26,7.751263223428072,4.36141302929524,74.99651416122005,5.06093899782135
4590,12.224,12.224,0.0,44.0,5.25,7.752237463632074,4.360463037348105,74.98976257895883,5.060980178610325
4591,2.7158032786885244,12.224,9.508196721311476,6.0,5.26,7.751140679184134,4.3615840594918245,74.97473867595819,5.061023519163762
4592,12.224,12.224,0.0,66.0,5.25,7.752114521840528,4.3606344439770215,74.97278467232745,5.0610646636185495
4593,3.562582677165354,12.224,8.661417322834646,17.0,5.26,7.7512025645386835,4.361570617873159,74.9601654331737,5.061107966913365
4594,2.216,12.224,10.008,223.0,4.25,7.749997950270013,4.362799438195712,74.99238302502721,5.0609314472252445
4595,7.659037974683544,12.224,4.564962025316456,131.0,4.26,7.749978159152608,4.362843424833466,75.00456919060052,5.060757180156657
4596,10.795428571428571,12.224,1.4285714285714288,25.0,5.25,7.750640645646469,4.3622051233333,74.99369153795953,5.0607983467478785
4597,4.517577981651376,12.224,7.706422018348624,26.0,5.26,7.749937500221503,4.362932443232173,74.98303610265333,5.060841670291431
4598,10.851450980392157,12.224,1.3725490196078436,50.0,5.25,7.750611888888641,4.362282218526015,74.9776038269189,5.0608828006088284
4599,5.353770992366412,12.224,6.870229007633588,41.0,5.26,7.750090836519832,4.362827424349733,74.97021739130435,5.060926086956521
4600,6.977904761904762,12.224,5.246095238095238,21.0,5.08,7.749923006466668,4.363019397358588,74.95848728537274,5.06093023255814
4601,3.7254339622641512,12.216000000000001,8.49056603773585,41.0,4.97,7.749048497765188,4.363916300148762,74.95110821382008,5.060910473707083
4602,12.224,12.224,0.0,109.0,5.25,7.750020679277732,4.362968240991658,74.95850532261568,5.060951553334781
4603,11.382666666666665,12.224,0.8413333333333348,144.0,4.26,7.750809698823211,4.362203333322749,74.97350130321459,5.060777584708949
4604,7.65459649122807,12.224,4.56940350877193,32.0,4.89,7.750788805618522,4.362248327931967,74.9641693811075,5.060740499457111
4605,2.99725,12.216000000000001,9.21875,36.0,4.35,7.749756773745831,4.3633027138790075,74.9557099435519,5.060586191923577
4606,11.929882352941176,12.224,0.29411764705882426,111.0,5.25,7.750664115959677,4.362419452523066,74.96353375298459,5.060627306273062
4607,4.1041118881118885,12.224,8.119888111888113,54.0,4.26,7.749872763479676,4.363234875409214,74.958984375,5.060453559027778
4608,8.839376623376623,12.224,3.3846233766233773,52.0,4.89,7.750109149650189,4.363022549199887,74.95400303753526,5.060416576263831
4609,2.2416410256410257,12.224,9.982358974358974,2.0,4.21,7.748914254178604,4.3642414941944985,74.93817787418655,5.060232104121475
4610,12.224,12.224,0.0,16.0,5.25,7.749884778087913,4.363295009376846,74.9253957926697,5.060273259596617
4611,11.917492537313432,12.224,0.30650746268656803,66.0,4.26,7.750788422441604,4.362415393690227,74.92346053772766,5.060099739809194
4612,7.081142857142856,12.216000000000001,5.134857142857145,18.0,5.25,7.750643257567271,4.362582842584475,74.91112074571862,5.060140906134836
4613,2.6945882352941175,12.224,9.529411764705882,8.0,5.26,7.749547450236913,4.363702658128931,74.89661898569571,5.0601842219332465
4614,5.779555555555556,12.216000000000001,6.4364444444444455,17.0,5.25,7.749120583087469,4.364151789610256,74.88407367280607,5.060225352112676
4615,4.545428571428571,12.216000000000001,7.67057142857143,26.0,5.26,7.748426542357041,4.364868085025975,74.87348353552859,5.060268630849221
4616,12.224,12.224,0.0,134.0,5.25,7.749395910660623,4.363922694494239,74.8862897985705,5.060309724929608
4617,3.6095421686746985,12.224,8.614457831325302,25.0,5.26,7.748499450344039,4.364843122198187,74.87548722390645,5.06035296665223
4618,12.224,12.224,0.0,30.0,5.25,7.749468383132448,4.3638981464194035,74.86577181208054,5.060394024680667
4619,6.535926605504587,12.224,5.688073394495413,47.0,5.26,7.749205711752008,4.364184764438468,74.85974025974026,5.060437229437229
4620,2.216,12.224,10.008,1.0,4.84,7.748008307356477,4.365406105108359,74.8437567626055,5.060389526076606
4621,4.269977011494253,12.224,7.954022988505748,90.0,5.26,7.7472558124850215,4.366182525896631,74.84703591518823,5.060432713111207
4622,7.608615384615385,12.224,4.615384615384615,16.0,5.25,7.747225823207958,4.366236430739696,74.8343067272334,5.060473718364698
4623,4.19029213483146,12.224,8.033707865168541,37.0,5.26,7.746456590143863,4.367029569025688,74.82612456747405,5.06051686851211
4624,12.224,12.224,0.0,51.0,5.25,7.747424707637886,4.3660853464161695,74.82097297297297,5.0605578378378375
4625,8.934750000000001,12.224,3.289249999999999,44.0,4.26,7.747681371125211,4.365852567482659,74.81431041936878,5.060384781668828
4626,6.747809523809524,12.216000000000001,5.468190476190477,20.0,5.25,7.747465276064194,4.366090807791435,74.80246379943809,5.060425761832721
4627,12.216000000000001,12.216000000000001,0.0,141.0,4.26,7.748430819435831,4.365147400097444,74.81676750216076,5.060252808988764
4628,10.216000000000001,12.216000000000001,2.0,9.0,5.08,7.748963886876005,4.364636458771003,74.80254914668394,5.060257074962195
4629,2.9537049180327872,12.224,9.270295081967213,19.0,4.97,7.747928193794182,4.365695996270614,74.79049676025917,5.06023758099352
4630,12.224,12.224,0.0,148.0,5.25,7.7488947392068805,4.3647532849779624,74.80630533362125,5.060278557546965
4631,6.356969162995595,12.224,5.867030837004405,95.0,4.26,7.748594237139477,4.36507761087434,74.81066493955095,5.060105785837651
4632,10.557333333333334,12.216000000000001,1.658666666666667,16.0,5.25,7.749200483436951,4.364493451378504,74.7979710770559,5.060146773149147
4633,5.876714285714286,12.224,6.347285714285714,44.0,4.26,7.748796407865581,4.3649213305893175,74.79132498921018,5.059974104445403
4634,12.224,12.224,0.0,55.0,5.25,7.74976193183368,4.363979599989406,74.78705501618123,5.060015102481121
4635,4.269454545454545,12.224,7.954545454545455,37.0,5.26,7.74901121841988,4.364754096506783,74.77890422778258,5.06005823986195
4636,12.224,12.224,0.0,35.0,5.25,7.74997627961927,4.363812808152996,74.77032564157861,5.060099202070304
4637,3.024,12.224,9.2,8.0,5.26,7.748957311038069,4.36485553932847,74.75592927986202,5.060142302716688
4638,12.224,12.224,0.0,78.0,5.25,7.74992196779361,4.363914634922493,74.75662858374649,5.0601832291442115
4639,3.8699627329192543,12.224,8.354037267080745,54.0,5.26,7.749085769682646,4.36477457514494,74.7521551724138,5.060226293103448
4640,12.224,12.224,0.0,81.0,5.25,7.750049983048369,4.3638340936592375,74.75350140056022,5.060267183796595
4641,5.616,12.224,6.6080000000000005,51.0,4.26,7.749590256640991,4.3643175417217845,74.7483843171047,5.060094786729858
4642,7.224,7.224,0.0,467.0,5.53,7.749477056068809,4.363377563789042,74.8328666810252,5.060195993969416
4643,4.518117647058823,12.224,7.7058823529411775,40.0,5.26,7.748781242242579,4.364097310728997,74.82536606373816,5.060239018087855
4644,12.224,12.224,0.0,81.0,5.25,7.749744690844896,4.363157784935514,74.82669537136707,5.060279870828849
4645,4.724,12.224,7.5,43.0,5.26,7.749093432839977,4.363832955451025,74.81984502798106,5.0603228583727935
4646,12.224,12.224,0.0,107.0,5.25,7.750056399607174,4.362893890902833,74.8267699591134,5.060363675489563
4647,8.141925925925925,12.224,4.082074074074075,64.0,4.26,7.750140708885642,4.36283347355842,74.82444061962134,5.060191480206541
4648,12.216000000000001,12.216000000000001,0.0,24.0,4.89,7.751101315315221,4.3618950279844135,74.81350828135083,5.060154872015487
4649,4.824695652173913,12.216000000000001,7.391304347826088,91.0,4.89,7.750471980764007,4.362546513859648,74.81698924731182,5.060118279569893
4650,8.451294117647059,12.224,3.772705882352941,54.0,4.89,7.750622662797309,4.362419693685168,74.81251343797032,5.0600817028596
4651,4.316000000000001,12.216000000000001,7.9,106.0,4.89,7.749884351820783,4.363180136571307,74.81921754084264,5.060045141874462
4652,9.898418604651162,12.224,2.325581395348838,34.0,5.25,7.750346104292915,4.3627422258166915,74.81044487427467,5.060085966043412
4653,4.251972027972028,12.224,7.9720279720279725,30.0,5.26,7.7495944123985625,4.363517749182874,74.80081650193382,5.060128921357972
4654,12.224,12.224,0.0,53.0,5.25,7.750555616606426,4.362580366207753,74.79613319011816,5.060169709989259
4655,5.529084745762711,12.224,6.694915254237289,41.0,5.26,7.750078496574027,4.363081297240407,74.78887457044674,5.060212628865979
4656,10.130976744186047,12.216000000000001,2.0850232558139545,35.0,5.25,7.750589748076628,4.362592128668058,74.78033068499033,5.060253382005583
4657,4.433302325581395,12.224,7.790697674418605,20.0,5.26,7.749877578170553,4.3633280894979745,74.76857020180334,5.060296264491198
4658,5.490647887323943,12.208,6.717352112676057,152.0,4.89,7.749392660872668,4.363833353293463,74.78514702725907,5.060259712384632
4659,3.317243339253997,12.216000000000001,8.898756660746004,63.0,4.89,7.748441555868029,4.3648065128015,74.78261802575108,5.060223175965665
4660,8.377846153846153,12.216000000000001,3.8381538461538476,9.0,5.25,7.748576592254636,4.3646935214548686,74.76850461274405,5.060263891868698
4661,5.776631578947368,12.216000000000001,6.439368421052633,30.0,5.26,7.7481536096263,4.36513853966585,74.75890175890176,5.060306735306735
4662,11.171368421052632,12.224,1.0526315789473681,35.0,5.25,7.748887732468124,4.364428158589136,74.75037529487454,5.060347415826721
4663,5.016792792792792,12.224,7.207207207207208,31.0,5.26,7.748301948818965,4.3650376738225445,74.7409948542024,5.060390222984562
4664,6.49151592356688,12.224,5.732484076433121,75.0,5.25,7.748032541310873,4.365330802740575,74.74105037513398,5.060430868167202
4665,6.7510270270270265,12.224,5.472972972972974,67.0,5.26,7.747818866747161,4.365568188546454,74.73939134162023,5.060473639091298
4666,12.224,12.224,0.0,17.0,5.25,7.7487779799104874,4.364632776464057,74.72701949860725,5.060514248982215
4667,4.932333333333333,12.224,7.291666666666667,28.0,5.26,7.748174628443784,4.3652598188569876,74.71700942587832,5.0605569837189375
4668,12.224,12.224,0.0,121.0,5.25,7.749133254567485,4.364324873511334,74.72692225315913,5.060597558363676
4669,3.548503311258278,12.224,8.675496688741722,23.0,5.26,7.74823376207427,4.365248036640934,74.71584582441113,5.0606402569593145
4670,12.216000000000001,12.216000000000001,0.0,132.0,4.89,7.749190252384253,4.364313494136836,74.72810961250268,5.060603725112395
4671,8.171882352941177,12.224,4.052117647058823,82.0,4.31,7.749280725864679,4.364246671395596,74.72966609589041,5.060443065068493
4672,12.224,12.224,0.0,72.0,5.25,7.75023829472283,4.363312743154338,74.72908196019688,5.060483629360154
4673,7.358857142857143,12.224,4.865142857142857,73.0,4.26,7.75015455891798,4.363420109460283,74.72871202396234,5.060312366281557
4674,6.341647058823529,12.224,5.882352941176471,22.0,5.25,7.7498532738912225,4.363745014878832,74.71743315508022,5.06035294117647
4675,4.900056338028168,12.216000000000001,7.315943661971833,20.0,5.26,7.749243822022987,4.364376366172051,74.70573139435415,5.060395637296835
4676,9.066105263157894,12.224,3.157894736842106,14.0,5.25,7.749525383160712,4.364118405592763,74.69275176395125,5.060436177036562
4677,5.666622950819672,12.224,6.557377049180328,24.0,5.26,7.749080128258544,4.364587250963346,74.6819153484395,5.0604788371098754
4678,12.224,12.224,0.0,31.0,5.25,7.750036512073833,4.36365444753292,74.672579611028,5.060519341739687
4679,5.531692307692307,12.224,6.692307692307693,43.0,5.26,7.749562506901958,4.364152023012573,74.66581196581197,5.060561965811966
4680,10.397818181818181,12.216000000000001,1.8181818181818201,19.0,5.08,7.750128252613326,4.363608128501821,74.65392010254219,5.0605661183507795
4681,3.7544615384615385,12.216000000000001,8.461538461538463,31.0,4.97,7.7492748423796325,4.364483380602,74.64459632635626,5.060546774882528
4682,9.843047619047619,12.224,2.3809523809523814,16.0,5.25,7.749721943122035,4.364059820704573,74.63207345718557,5.060587230407858
4683,4.982620689655173,12.216000000000001,7.233379310344828,17.0,5.26,7.749131187090124,4.364672399587929,74.61976942783946,5.060629803586678
4684,12.224,12.224,0.0,53.0,5.25,7.750086335182528,4.363740772608295,74.61515474919958,5.06067022411953
4685,6.251087719298246,12.224,5.972912280701754,46.0,4.26,7.749766446446744,4.36408417241796,74.60904822876654,5.060499359795134
4686,3.236408163265306,12.216000000000001,8.979591836734695,6.0,5.08,7.748803493964733,4.36506891909266,74.5944100704075,5.060503520375506
4687,3.887554252199414,12.216000000000001,8.328445747800586,59.0,4.97,7.747979848648657,4.365914349303561,74.59108361774744,5.060484215017064
4688,12.224,12.224,0.0,73.0,5.25,7.748934427482386,4.364983252193452,74.59074429515888,5.060524632117722
4689,6.912969696969697,12.224,5.311030303030303,63.0,4.26,7.748756183403385,4.365184967982543,74.58827292110874,5.060353944562899
4690,12.216000000000001,12.224,0.007999999999999119,100.0,5.08,7.749708484366207,4.364256128722688,74.59369004476657,5.060358132594329
4691,4.1272627986348125,12.216000000000001,8.088737201365188,57.0,4.97,7.748936437118608,4.365049922642688,74.58994032395567,5.060338874680307
4692,12.224,12.224,0.0,233.0,5.25,7.749889998500002,4.364119803332515,74.6236948646921,5.060379288301726
4693,6.0784338624338625,12.224,6.145566137566138,73.0,4.26,7.749533914960151,4.364499318955487,74.62334895611419,5.060208777162335
4694,9.061606837606837,12.224,3.1623931623931636,90.0,5.25,7.749813376711512,4.364243279305528,74.62662406815761,5.060249201277955
4695,4.749252525252524,12.224,7.474747474747476,50.0,5.26,7.74917441571248,4.364905652430622,74.62137989778535,5.060291737649063
4696,11.18951724137931,12.224,1.0344827586206904,28.0,5.25,7.749906871072425,4.364196599227767,74.61145411965084,5.060332126889504
4697,4.042181818181818,12.224,8.181818181818183,29.0,5.26,7.749117657566064,4.365009204928616,74.6017454235845,5.060374627501064
4698,10.991123287671233,12.216000000000001,1.2248767123287685,65.0,5.25,7.749807592792729,4.364340949450301,74.599702064269,5.060414981911045
4699,5.5254354066985645,12.224,6.698564593301436,70.0,5.26,7.749334322114837,4.36483759277878,74.59872340425532,5.060457446808511
4700,12.224,12.224,0.0,37.0,5.25,7.750286176119918,4.363909101480592,74.59072537757923,5.060497766432674
4701,4.554709677419355,12.224,7.669290322580645,30.0,4.26,7.7496065554268725,4.364612074943183,74.58124202467036,5.060327520204169
4702,12.224,12.224,0.0,209.0,5.25,7.7505579467610355,4.3636840264475545,74.6098235169041,5.060367850308314
4703,5.027030303030303,12.224,7.196969696969697,76.0,5.26,7.749978965544257,4.364286340578193,74.61011904761905,5.060410289115646
4704,12.224,12.224,0.0,86.0,5.25,7.7509298733092855,4.363358755808676,74.61253985122211,5.060450584484591
4705,2.534077519379845,12.224,9.689922480620154,5.0,5.26,7.74982131989791,4.364490622303536,74.59774755631109,5.060492987675308
4706,12.224,12.224,0.0,94.0,5.25,7.7507718571148425,4.363563388264381,74.60186955598046,5.060533248353516
4707,6.7544615384615385,12.224,5.469538461538462,60.0,4.26,7.75056023640145,4.363798302256154,74.59876805437553,5.0603632115548
4708,7.981575757575758,12.216000000000001,4.234424242424243,20.0,5.25,7.750609294698578,4.363770828469824,74.58717349755787,5.060403482692716
4709,5.816000000000001,12.216000000000001,6.4,54.0,4.26,7.750198549625393,4.364203148888408,74.5828025477707,5.0602335456475585
4710,12.224,12.224,0.0,32.0,5.25,7.751148199689153,4.3632767631637455,74.57376353215878,5.060273827212906
4711,5.922896551724138,12.224,6.301103448275862,48.0,4.26,7.75076020061276,4.363688016704727,74.56812393887945,5.060103989813243
4712,6.09835294117647,12.216000000000001,6.117647058823531,34.0,4.89,7.750409594362084,4.364060170119139,74.55951623169956,5.060067897305325
4713,4.797967213114754,12.224,7.426032786885246,127.0,4.35,7.749783280747055,4.364709718828677,74.57064064488758,5.059917267713195
4714,7.224,7.224,0.0,352.0,5.45,7.749671767856123,4.363784011571237,74.62948038176035,5.06
4715,3.937286713286713,12.224,8.286713286713287,50.0,5.26,7.748863374078648,4.364615845599046,74.62425784563189,5.060042408821035
4716,8.716000000000001,12.224,3.507999999999999,40.0,4.89,7.7490684062232145,4.364434243766186,74.61691753232986,5.06000635997456
4717,3.497070745697897,12.216000000000001,8.718929254302104,68.0,4.89,7.7481671773846115,4.365357197350446,74.61551504874947,5.059970326409495
4718,9.768083333333333,12.224,2.455916666666667,145.0,5.08,7.7485952164089715,4.364952569138815,74.63043017588473,5.059974570883662
4719,2.216,12.216000000000001,10.0,1.0,4.29,7.747423056405495,4.366146435119929,74.61483050847458,5.059811440677966
4720,7.224,7.224,0.0,351.0,5.46,7.747312185179822,4.365221600035176,74.67337428510909,5.059896208430417
4721,2.294125,12.224,9.929875,1.0,4.26,7.746157338253693,4.366400052682352,74.6577721304532,5.059726810673443
4722,12.224,12.224,0.0,644.0,5.41,7.7471054311314695,4.365475555529551,74.7783188651281,5.0598009739572305
4723,2.216,12.216000000000001,10.0,0.0,4.29,7.74593457900803,4.366668299908143,74.76248941574937,5.059638018628281
4724,12.216000000000001,12.216000000000001,0.0,34.0,5.08,7.746880624599775,4.365744137304988,74.75386243386244,5.059642328042328
4725,3.5085170068027214,12.216000000000001,8.70748299319728,38.0,4.97,7.745983806229526,4.366662829403145,74.74608548455353,5.059623360135421
4726,12.224,12.224,0.0,43.0,5.25,7.746931133539399,4.365739058971708,74.73936957901418,5.059663634440448
4727,5.082666666666666,12.224,7.141333333333334,45.0,4.26,7.746367625826439,4.366326113598265,74.73307952622673,5.059494500846024
4728,12.224,12.224,0.0,101.0,5.46,7.747314471327427,4.365402805052357,74.73863396066822,5.059579192218228
4729,6.921882352941177,12.224,5.302117647058823,72.0,4.26,7.747139961365824,4.365600842016841,74.73805496828753,5.059410147991543
4730,12.224,12.224,0.0,199.0,5.25,7.748086243343974,4.364678077095679,74.76432043965335,5.059450433312196
4731,3.852029411764706,12.224,8.371970588235294,90.0,4.51,7.747262900818282,4.365524926738777,74.76754015215553,5.059334319526627
4732,3.5651078717201163,12.224,8.658892128279884,90.0,5.25,7.746379284712409,4.366432040028771,74.77075850412001,5.059374603845341
4733,4.730527415143603,12.224,7.493472584856397,96.0,5.26,7.745742222636032,4.367092589362279,74.77524292353189,5.059416983523447
4734,11.526344827586207,12.216000000000001,0.6896551724137936,28.0,5.08,7.74654066035619,4.366315939432617,74.76536430834213,5.059421330517424
4735,3.239391812865497,12.224,8.984608187134503,36.0,4.97,7.745588981967783,4.367291085599784,74.75717905405405,5.059402449324324
4736,12.224,12.224,0.0,37.0,5.25,7.746534392780119,4.366369132657922,74.74920835972134,5.059442685243825
4737,4.997065088757397,12.224,7.226934911242603,49.0,4.26,7.7459540911119,4.366972882294601,74.74377374419586,5.0592739552553825
4738,11.761454545454544,12.224,0.4625454545454559,45.0,4.89,7.74680142186825,4.3661489896109655,74.73749736231272,5.05923823591475
4739,5.277224489795918,12.216000000000001,6.938775510204083,46.0,4.89,7.746280414076675,4.366691737822061,74.73143459915612,5.059202531645569
4740,12.216000000000001,12.216000000000001,0.0,120.0,5.08,7.747223193993552,4.365770689153463,74.74098291499683,5.059206918371651
4741,4.120761904761904,12.224,8.103238095238096,41.0,4.97,7.746458440453014,4.3665588518287235,74.73386756642766,5.059188106284268
4742,12.216000000000001,12.216000000000001,0.0,131.0,4.89,7.74740078528952,4.365638219559732,74.74573055028463,5.059152435167615
4743,2.2333310225303293,12.216000000000001,9.982668977469672,1.0,4.21,7.74623846029737,4.3668222479656995,74.73018549747049,5.058973440134907
4744,8.652571428571429,12.224,3.571428571428571,28.0,5.25,7.746429468299114,4.366654620215112,74.72033719704953,5.059013698630137
4745,4.512135593220339,12.224,7.711864406779661,30.0,5.26,7.745747990449329,4.36735946846344,74.71091445427729,5.05905604719764
4746,5.974,12.216000000000001,6.242000000000001,8.0,5.25,7.745374755144833,4.367754379045183,74.69686117547926,5.059096271329261
4747,6.208375,12.216000000000001,6.007625000000001,53.0,5.26,7.745051039947876,4.368099760389108,74.69229149115417,5.059138584667228
4748,12.216000000000001,12.216000000000001,0.0,53.0,5.08,7.745992490560647,4.367179966798797,74.68772373131185,5.059142977468941
4749,3.020953560371517,12.216000000000001,9.195046439628484,27.0,4.97,7.7449977455227135,4.368196359740446,74.67768421052632,5.059124210526316
4750,3.5493333333333332,12.224,8.674666666666667,7.0,5.08,7.744114633670011,4.369102794239904,74.66343927594191,5.0591286045043145
4751,3.545787234042553,12.224,8.678212765957447,51.0,4.97,7.743231147264366,4.370009593476376,74.6584595959596,5.059109848484848
4752,6.571826086956522,12.224,5.6521739130434785,12.0,5.25,7.742984691329101,4.370279352432734,74.64527666736798,5.059150010519672
4753,10.341000000000001,12.224,1.8829999999999991,66.0,4.26,7.743531181717968,4.369756155261418,74.64345814051325,5.058981909970551
4754,12.224,12.224,0.0,65.0,5.25,7.744473446453674,4.368837173945906,74.64143007360673,5.059022082018927
4755,4.203166666666666,12.224,8.020833333333334,40.0,5.26,7.74372884872874,4.369605045299856,74.63414634146342,5.059064339781329
4756,12.224,12.224,0.0,79.0,5.25,7.744670675752341,4.368686482120268,74.63506411603952,5.059104477611941
4757,4.37286274509804,12.224,7.8511372549019605,44.0,4.26,7.743962014985075,4.369418396952715,74.62862547288776,5.058936527952921
4758,10.966000000000001,12.224,1.2579999999999991,78.0,4.89,7.744639055956921,4.368764600273381,74.62933389367514,5.058901029628073
4759,2.244129395218003,12.224,9.979870604781997,3.0,4.21,7.7434834867004625,4.36994340405584,74.61428571428571,5.058722689075631
4760,12.224,12.224,0.0,49.0,5.25,7.744424573974838,4.369025541547112,74.60890569208149,5.05876286494434
4761,5.164717948717949,12.224,7.059282051282051,46.0,4.26,7.743882846418085,4.369590484115305,74.60289794204115,5.058595128097438
4762,7.841,12.216000000000001,4.375000000000001,19.0,4.89,7.743903236330658,4.369591619852421,74.59122401847576,5.058559731261809
4763,2.3740135440180588,12.224,9.849986455981941,8.0,4.35,7.742776055454858,4.370741996602238,74.57724601175482,5.05841099916037
4764,12.224,12.224,0.0,59.0,5.25,7.743716501193482,4.369824737001692,74.57397691500525,5.058451206715635
4765,8.855344262295082,12.224,3.368655737704918,81.0,4.26,7.743949742435845,4.369614672167597,74.57532522031053,5.058283676038607
4766,8.142367346938775,12.216000000000001,4.073632653061226,30.0,5.25,7.744033320704044,4.369552582379658,74.5659744073841,5.058323893434025
4767,9.451772357723577,12.224,2.772227642276423,89.0,4.26,7.744391487448385,4.369217572954301,74.56900167785236,5.058156459731544
4768,8.724,12.224,3.5,14.0,5.25,7.744596899172552,4.369035308837515,74.5563011113441,5.058196686936465
4769,2.812235294117647,12.216000000000001,9.403764705882354,5.0,5.26,7.743562861100212,4.370090807662891,74.54171907756813,5.058238993710692
4770,12.224,12.224,0.0,33.0,5.25,7.74450195922197,4.369174838095155,74.53301194718088,5.0582791867533015
4771,6.096597014925374,12.224,6.127402985074626,53.0,4.26,7.744156631278907,4.369543284898797,74.52849958088852,5.058111902766135
4772,7.073142857142857,12.224,5.150857142857143,85.0,4.89,7.744016045950153,4.369706979400779,74.53069348418185,5.058076681332495
4773,2.216,12.216000000000001,10.0,1.0,4.21,7.742858103753683,4.370886345345605,74.51529116045245,5.057899036447424
4774,4.943272727272728,12.224,7.2807272727272725,8.0,5.08,7.7422718031512785,4.371495736115738,74.5013612565445,5.057903664921466
4775,4.06149356223176,12.216000000000001,8.15450643776824,44.0,4.97,7.741501120940032,4.372287823783588,74.49497487437186,5.05788525963149
4776,6.16339393939394,12.224,6.0606060606060606,16.0,5.25,7.7411707656581505,4.372641250251418,74.48272974670296,5.057925476240318
4777,7.999132530120482,12.224,4.224867469879518,49.0,4.26,7.7412247551442235,4.372610322294036,74.47739640016744,5.057758476349937
4778,12.224,12.224,0.0,153.0,5.25,7.742162770470622,4.371695358845136,74.49382716049382,5.057798702657459
4779,4.3668571428571425,12.224,7.857142857142858,57.0,5.26,7.741456639586184,4.372424531961934,74.49016736401674,5.0578410041841
4780,3.6974814814814816,12.216000000000001,8.518518518518519,5.0,5.08,7.740610796633224,4.373291734218063,74.47563271282158,5.057845638987659
4781,3.1262902374670185,12.224,9.097709762532983,70.0,4.97,7.739645861342724,4.374279692818715,74.47469677959013,5.057827268925136
4782,12.224,12.224,0.0,216.0,5.25,7.740583422316727,4.373365145527722,74.50428601296258,5.0578674472088645
4783,5.232130081300813,12.224,6.991869918699187,74.0,5.26,7.740059080063171,4.373912491843185,74.50418060200668,5.057909698996656
4784,10.061837837837837,12.224,2.162162162162163,30.0,5.25,7.740544300284232,4.373450266068957,74.49487983281087,5.057949843260189
4785,3.8500162601626013,12.224,8.3739837398374,21.0,5.26,7.739731402657796,4.374286148533178,74.48370246552444,5.057992060175512
4786,10.513872340425532,12.224,1.7101276595744679,40.0,5.08,7.740310918207778,4.373729608217959,74.47649885105494,5.057996657614373
4787,4.0570041841004185,12.216000000000001,8.158995815899583,45.0,4.97,7.739541639441256,4.37452018177846,74.47034252297411,5.057978279030911
4788,7.224,7.224,0.0,336.0,5.25,7.739433988232353,4.373606730080448,74.52495301733138,5.058018375443725
4789,3.874943396226415,12.224,8.349056603773585,36.0,5.26,7.738627205227758,4.374436677862013,74.51691022964509,5.058060542797495
4790,7.549333333333333,12.224,4.674666666666667,9.0,4.89,7.738587694922624,4.374499343273995,74.50323523272803,5.05802546441244
4791,4.097443298969072,12.224,8.126556701030928,74.0,4.89,7.7378278567765575,4.375282326862842,74.50313021702839,5.057990400667779
4792,12.224,12.224,0.0,55.0,5.25,7.738763840949982,4.374369478474179,74.49906113081578,5.058030461089088
4793,7.290666666666667,12.216000000000001,4.9253333333333345,77.0,5.26,7.7386703705339865,4.374484406270353,74.49958281184814,5.058072590738423
4794,6.501714285714286,12.216000000000001,5.714285714285715,19.0,4.89,7.7384124026330845,4.374763822601534,74.48800834202294,5.058037539103233
4795,2.345032258064516,12.216000000000001,9.870967741935484,5.0,4.35,7.737287844637971,4.37590982008263,74.47351959966639,5.057889908256881
4796,12.224,12.224,0.0,89.0,5.25,7.738223160909675,4.374997602067187,74.4765478424015,5.057929956222639
4797,2.2897894736842104,12.224,9.93421052631579,2.0,5.77,7.73708759740671,4.3761562541981265,74.4614422676115,5.0580783659858275
4798,12.224,12.224,0.0,182.0,5.25,7.73802256560896,4.375244365001586,74.48385080225047,5.0581183579912485
4799,4.388502164502164,12.224,7.835497835497836,50.0,5.26,7.737324748858728,4.375965251141273,74.47875,5.0581604166666665
4800,3.882666666666667,12.216000000000001,8.333333333333334,14.0,4.89,7.736521862359626,4.376789531100071,74.46615288481566,5.058125390543636
4801,5.57831884057971,12.224,6.64568115942029,117.0,4.89,7.736072423996073,4.3772620199856025,74.4750104123282,5.058090379008746
4802,12.224,12.224,0.0,132.0,5.25,7.737006824907171,4.3763506599980975,74.48698729960441,5.058130335207163
4803,4.202021978021978,12.224,8.021978021978022,18.0,5.26,7.736270982932383,4.377109533304088,74.47522897585345,5.058172356369692
4804,12.224,12.224,0.0,54.0,5.25,7.737204953591501,4.376198584389769,74.47096774193548,5.05821227887617
4805,4.520296296296296,12.224,7.703703703703704,32.0,5.26,7.736535600978665,4.376890949166987,74.46213066999584,5.058254265501456
4806,12.224,12.224,0.0,29.0,5.25,7.7374691280015515,4.375980424734042,74.45267318493863,5.058294154358227
4807,6.570838709677419,12.224,5.653161290322581,82.0,4.26,7.737226484403731,4.376246061353341,74.45424292845257,5.058128119800332
4808,2.4267027027027024,12.224,9.797297297297298,27.0,5.25,7.736122195823631,4.3773733333924225,74.44437512996466,5.058168018299023
