date,school_name,time_of_day,time_slot_id
03/03/2025,WAPLES_MILL_ELEMENTARY,breakfast,342
03/03/2025,WAPLES_MILL_ELEMENTARY,lunch,343
03/03/2025,WASHINGTON_MILL_ELEMENTARY,breakfast,344
03/03/2025,WASHINGTON_MILL_ELEMENTARY,lunch,345
03/03/2025,WAYNEWOOD_ELEMENTARY,breakfast,346
03/03/2025,WAYNEWOOD_ELEMENTARY,lunch,347
03/03/2025,WESTBRIAR_ELEMENTARY,breakfast,348
03/03/2025,WESTBRIAR_ELEMENTARY,lunch,349
03/03/2025,WESTFIELD_HIGH,breakfast,350
03/03/2025,WESTFIELD_HIGH,lunch,351
03/03/2025,WESTGATE_ELEMENTARY,breakfast,352
03/03/2025,WESTGATE_ELEMENTARY,lunch,353
03/03/2025,WESTLAWN_ELEMENTARY,breakfast,354
03/03/2025,WESTLAWN_ELEMENTARY,lunch,355
03/03/2025,WEST_POTOMAC_HIGH,breakfast,356
03/03/2025,WEST_POTOMAC_HIGH,lunch,357
03/03/2025,WEST_SPRINGFIELD_ELEMENTARY,breakfast,358
03/03/2025,WEST_SPRINGFIELD_ELEMENTARY,lunch,359
03/03/2025,WEST_SPRINGFIELD_HIGH,breakfast,360
03/03/2025,WEST_SPRINGFIELD_HIGH,lunch,361
03/03/2025,WEYANOKE_ELEMENTARY,breakfast,362
03/03/2025,WEYANOKE_ELEMENTARY,lunch,363
03/03/2025,WHITE_OAKS_ELEMENTARY,breakfast,364
03/03/2025,WHITE_OAKS_ELEMENTARY,lunch,365
03/03/2025,WHITMAN_MIDDLE,breakfast,366
03/03/2025,WHITMAN_MIDDLE,lunch,367
03/03/2025,WILLOW_SPRINGS_ELEMENTARY,breakfast,368
03/03/2025,WILLOW_SPRINGS_ELEMENTARY,lunch,369
03/03/2025,WOLFTRAP_ELEMENTARY,breakfast,370
03/03/2025,WOLFTRAP_ELEMENTARY,lunch,371
03/03/2025,WOODBURN_ELEMENTARY,breakfast,372
03/03/2025,WOODBURN_ELEMENTARY,lunch,373
03/03/2025,WOODLAWN_ELEMENTARY,breakfast,374
03/03/2025,WOODLAWN_ELEMENTARY,lunch,375
03/03/2025,WOODLEY_HILLS_ELEMENTARY,breakfast,376
03/03/2025,WOODLEY_HILLS_ELEMENTARY,lunch,377
03/03/2025,WOODSON_HIGH,breakfast,378
03/03/2025,WOODSON_HIGH,lunch,379
03/04/2025,ALDRIN_ELEMENTARY,breakfast,380
03/04/2025,ALDRIN_ELEMENTARY,lunch,381
03/04/2025,ANNANDALE_HIGH,breakfast,382
03/04/2025,ANNANDALE_HIGH,lunch,383
03/04/2025,ANNANDALE_TERRACE_ELEM.,breakfast,384
03/04/2025,ANNANDALE_TERRACE_ELEM.,lunch,385
03/04/2025,ARMSTRONG_ELEMENTARY,breakfast,386
03/04/2025,ARMSTRONG_ELEMENTARY,lunch,387
03/04/2025,BAILEYS_LOWER_ELEMENTARY,breakfast,388
03/04/2025,BAILEYS_LOWER_ELEMENTARY,lunch,389
03/04/2025,BAILEYS_UPPER_ELEMENTARY,breakfast,390
03/04/2025,BAILEYS_UPPER_ELEMENTARY,lunch,391
03/04/2025,BEECHTREE_ELEMENTARY,breakfast,392
03/04/2025,BEECHTREE_ELEMENTARY,lunch,393
03/04/2025,BELLE_VIEW_ELEMENTARY,breakfast,394
03/04/2025,BELLE_VIEW_ELEMENTARY,lunch,395
03/04/2025,BELVEDERE_ELEMENTARY,breakfast,396
03/04/2025,BELVEDERE_ELEMENTARY,lunch,397
03/04/2025,BONNIE_BRAE_ELEMENTARY,breakfast,398
03/04/2025,BONNIE_BRAE_ELEMENTARY,lunch,399
03/04/2025,BRADDOCK_ELEMENTARY,breakfast,400
03/04/2025,BRADDOCK_ELEMENTARY,lunch,401
03/04/2025,BREN_MAR_PARK_ELEMENTARY,breakfast,402
03/04/2025,BREN_MAR_PARK_ELEMENTARY,lunch,403
03/04/2025,BROOKFIELD_ELEMENTARY,breakfast,404
03/04/2025,BROOKFIELD_ELEMENTARY,lunch,405
03/04/2025,BUCKNELL_ELEMENTARY,breakfast,406
03/04/2025,BUCKNELL_ELEMENTARY,lunch,407
03/04/2025,BULL_RUN_ELEMENTARY,breakfast,408
03/04/2025,BULL_RUN_ELEMENTARY,lunch,409
03/04/2025,BUSH_HILL_ELEMENTARY,breakfast,410
03/04/2025,BUSH_HILL_ELEMENTARY,lunch,411
03/04/2025,CAMELOT_ELEMENTARY,breakfast,412
03/04/2025,CAMELOT_ELEMENTARY,lunch,413
03/04/2025,CAMERON_ELEMENTARY,breakfast,414
03/04/2025,CAMERON_ELEMENTARY,lunch,415
03/04/2025,CANTERBURY_WOODS_ELEMENTARY,breakfast,416
03/04/2025,CANTERBURY_WOODS_ELEMENTARY,lunch,417
03/04/2025,CARDINAL_FOREST_ELEMENTARY,breakfast,418
03/04/2025,CARDINAL_FOREST_ELEMENTARY,lunch,419
03/04/2025,CARSON_MIDDLE,breakfast,420
03/04/2025,CARSON_MIDDLE,lunch,421
03/04/2025,CENTREVILLE_ELEMENTARY,breakfast,422
03/04/2025,CENTREVILLE_ELEMENTARY,lunch,423
03/04/2025,CENTREVILLE_HIGH,breakfast,424
03/04/2025,CENTREVILLE_HIGH,lunch,425
03/04/2025,CENTRE_RIDGE_ELEMENTARY,breakfast,426
03/04/2025,CENTRE_RIDGE_ELEMENTARY,lunch,427
03/04/2025,CHANTILLY_HIGH,breakfast,428
03/04/2025,CHANTILLY_HIGH,lunch,429
03/04/2025,CHERRY_RUN_ELEMENTARY,breakfast,430
03/04/2025,CHERRY_RUN_ELEMENTARY,lunch,431
03/04/2025,CHESTERBROOK_ELEMENTARY,breakfast,432
03/04/2025,CHESTERBROOK_ELEMENTARY,lunch,433
03/04/2025,CHURCHILL_ROAD_ELEMENTARY,breakfast,434
03/04/2025,CHURCHILL_ROAD_ELEMENTARY,lunch,435
03/04/2025,CLEARVIEW_ELEMENTARY,breakfast,436
03/04/2025,CLEARVIEW_ELEMENTARY,lunch,437
03/04/2025,CLERMONT_ELEMENTARY,breakfast,438
03/04/2025,CLERMONT_ELEMENTARY,lunch,439
03/04/2025,COATES_ELEMENTARY,breakfast,440
03/04/2025,COATES_ELEMENTARY,lunch,441
03/04/2025,COLIN_POWELL_ELEMENTARY,breakfast,442
03/04/2025,COLIN_POWELL_ELEMENTARY,lunch,443
03/04/2025,COLUMBIA_ELEMENTARY,breakfast,444
03/04/2025,COLUMBIA_ELEMENTARY,lunch,445
03/04/2025,COLVIN_RUN_ELEMENTARY,breakfast,446
03/04/2025,COLVIN_RUN_ELEMENTARY,lunch,447
03/04/2025,COOPER_MIDDLE,breakfast,448
03/04/2025,COOPER_MIDDLE,lunch,449
