RecipeID,RecipeName,ServingSize,GramsPerServing,Calories,Protein,Total Fat,Saturated Fat,Trans Fat,Total Carbohydrate,Dietary Fiber,Total Sugars,Added Sugars,Sodium,Cholesterol,sales_item,match_score,needs_review
60074,Chicken Parmesan Sandwich,Sandwich,215.8,459.0,26.0,21.0,5.0,0.0,45.0,6.0,6.0,3.0,827.0,45.0,BBQ CHICKEN SANDWICH ELEMENTARY,10.0,False
60133,Chicken Philly Sandwich,each,808.4,452.0,34.0,11.0,3.0,0.0,66.0,16.0,26.0,3.0,969.0,54.0,BBQ CHICKEN SANDWICH ELEMENTARY,10.0,False
60001,Crispy Chicken Sandwich,Sandwich,142.0,350.0,18.0,14.0,1.0,0.0,41.0,5.0,3.0,3.0,610.0,30.0,BBQ CHICKEN SANDWICH ELEMENTARY,10.0,False
60104,"Tacos, Korean BBQ Chicken",2 Tacos,183.3,315.0,22.0,8.0,2.0,0.0,40.0,4.0,8.0,7.0,791.0,50.0,BBQ CHICKEN SANDWICH ELEMENTARY,10.0,False
10069,Bean and Cheese Pupusa,Pupusa,155.9,290.0,13.0,11.0,3.0,0.0,35.0,4.0,1.0,0.0,480.0,15.0,BEAN & CHEESE PUPUSA-ES,18.0,False
60105,"Tacos, Korean Black Bean",2 Tacos,218.3,345.0,12.0,5.0,2.0,0.0,61.0,10.0,9.0,7.0,484.0,0.0,BEAN & CHEESE PUPUSA-ES,6.0,False
60031,Apple Berry Smoothie,8oz portion,233.5,142.0,3.0,0.0,0.0,0.0,33.0,1.0,27.0,11.0,58.0,3.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
30048,Apple Cinnamon Spread,Each,32.0,170.0,5.0,10.0,1.0,0.0,15.0,2.0,5.0,3.0,65.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
30214,Apple Crisps,Each,9.6,40.0,0.0,0.0,0.0,0.0,10.0,2.0,7.0,0.0,0.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
20008,Apple Slices,3 slices per 1/4 cup,31.2,17.0,0.0,0.0,,,4.0,1.0,3.0,,0.0,,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
20074,Apple Slices,"3 slices, 1/4 cup",30.9,16.0,0.0,0.0,0.0,0.0,4.0,1.0,,,0.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
20069,"Apple, Slices, IW - ER Supper Only",Each,56.7,30.0,,0.0,0.0,0.0,7.0,1.0,6.0,,0.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
20031,Banana,Each,125.9,112.0,1.0,0.0,0.0,0.0,29.0,3.0,15.0,0.0,1.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
30105,"Bar, Lemon Blueberry",Each,114.0,,,,,,,,,,,,BLUEBERRY BREAD W/ STRING CHEESE,6.0,False
10023,Blueberry Bread,1oz Grain (1/64 Baked Pan),63.0,218.0,3.0,9.0,1.0,,34.0,2.0,17.0,,113.0,20.0,BLUEBERRY BREAD W/ STRING CHEESE,10.0,False
60151,Blueberry Bread,1 square,63.0,218.0,3.0,9.0,1.0,,34.0,2.0,17.0,,113.0,20.0,BLUEBERRY BREAD W/ STRING CHEESE,10.0,False
10121,Blueberry Mini Pancakes,Each,85.9,210.0,4.0,7.0,1.0,0.0,35.0,4.0,10.0,10.0,210.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,6.0,False
60032,Blueberry Parfait,Parfait,211.3,220.0,6.0,2.0,0.0,0.0,45.0,4.0,25.0,15.0,53.0,3.0,BLUEBERRY BREAD W/ STRING CHEESE,6.0,False
20065,"CLPP, Grape Tomatoes",1/2 cup,75.0,12.0,1.0,0.0,0.0,0.0,2.0,1.0,,0.0,32.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
60201,Cinnamon Apple Overnight Oats,Each,365.4,371.0,12.0,6.0,1.0,0.0,72.0,8.0,17.0,8.0,76.0,5.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
20075,Cucumbers,1/2 cup sliced,73.7,11.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
10006,"Frozen, Blueberries",1/2 cup,70.0,40.0,1.0,0.0,0.0,0.0,9.0,2.0,6.0,0.0,0.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
20013,Gala Apple,Each,172.0,90.0,0.0,0.0,0.0,0.0,24.0,4.0,,,2.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
20015,Golden Delicious Apple,Each,169.0,88.0,0.0,0.0,0.0,0.0,23.0,4.0,18.0,0.0,2.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
20012,Grape Tomatoes,6 Tomatoes per 1/2 cup,113.0,20.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,6.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
30191,"IZZE, Apple",each,238.1,70.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,10.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
30051,Natural Grape Jam,Packet,14.2,35.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,8.0,0.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
30196,"Nutri-Grain, Apple Cinnamon (CVM) - DO NOT ORDER",each,37.7,130.0,2.0,3.0,0.0,0.0,25.0,2.0,13.0,12.0,115.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
30217,"Nutri-Grain, Apple Cinnamon, IW",Each,44.0,150.0,2.0,3.0,0.0,0.0,31.0,3.0,14.0,13.0,140.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
30197,"Nutri-Grain, Blueberry (CVM) - DO NOT ORDER",each,37.7,130.0,2.0,3.0,0.0,0.0,25.0,2.0,13.0,12.0,115.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,6.0,False
20014,Red Delicious Apple,Each - serving,122.5,64.0,0.0,0.0,0.0,0.0,17.0,3.0,,,1.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
10016,Wild Blueberry Belgian Waffle,Waffle,68.0,250.0,6.0,9.0,4.0,0.0,37.0,2.0,15.0,,290.0,44.0,BLUEBERRY BREAD W/ STRING CHEESE,6.0,False
20021,Yellow Peach,Each,150.0,59.0,1.0,0.0,0.0,0.0,14.0,2.0,13.0,0.0,0.0,0.0,BLUEBERRY BREAD W/ STRING CHEESE,0.0,False
10040,Blueberry Muffin Top,Muffin Top,59.5,200.0,3.0,10.0,4.0,0.0,26.0,1.0,13.0,12.0,140.0,30.0,BLUEBERRY MUFFIN W/ STRING CHEESE,10.0,False
60173,BBQ Chickenless Bites,4 bites,117.3,205.0,12.0,8.0,1.0,0.0,26.0,3.0,9.0,6.0,414.0,0.0,BREADED CHICKENLESS BITES ELEMENTARY,10.0,False
60050,Chickenless Bites,2 Bites,44.5,85.0,6.0,4.0,1.0,0.0,9.0,2.0,1.0,0.0,165.0,0.0,BREADED CHICKENLESS BITES ELEMENTARY,10.0,False
10026,Chickenless Bites,2 Bites,43.0,85.0,6.0,4.0,1.0,0.0,9.0,2.0,1.0,0.0,165.0,0.0,BREADED CHICKENLESS BITES ELEMENTARY,10.0,False
60227,Chickenless Bites Sub,Sandwich,143.0,310.0,18.0,10.0,1.0,0.0,45.0,7.0,5.0,3.0,550.0,0.0,BREADED CHICKENLESS BITES ELEMENTARY,10.0,False
60159,Chickenless Bites Wrap,Wrap,169.3,391.0,21.0,16.0,3.0,0.0,48.0,6.0,4.0,1.0,651.0,10.0,BREADED CHICKENLESS BITES ELEMENTARY,10.0,False
60058,Korean BBQ Chickenless Bites,4 bites,117.3,205.0,12.0,8.0,1.0,0.0,26.0,3.0,8.0,5.0,524.0,0.0,BREADED CHICKENLESS BITES ELEMENTARY,10.0,False
60059,Sweet Thai Chili Chickenless Bites,4 bites,117.3,224.0,12.0,8.0,1.0,0.0,31.0,3.0,13.0,10.0,632.0,0.0,BREADED CHICKENLESS BITES ELEMENTARY,10.0,False
60089,Assorted Cereal,Cereal Cup,56.0,223.0,4.0,5.0,1.0,0.0,45.0,4.0,12.0,12.0,333.0,0.0,CEREAL MEAL,6.0,False
30004,Blueberry Chex Cereal,Each,56.0,240.0,3.0,5.0,1.0,0.0,46.0,1.0,12.0,12.0,350.0,0.0,CEREAL MEAL,6.0,False
30181,"Cereal, Cinnamon Toast Crunch 1 oz (Sub)",Each,28.3,100.0,1.0,3.0,0.0,0.0,22.0,4.0,6.0,6.0,160.0,0.0,CEREAL MEAL,6.0,False
30175,"Cereal, Cinnamon Toasters, Malt-O-Meal, IW (Sub)",1 Each,56.7,3.0,,0.0,0.0,0.0,,,0.0,,4.0,,CEREAL MEAL,10.0,False
30006,Cinnamon Chex Cereal,Each,56.0,230.0,3.0,5.0,1.0,0.0,46.0,3.0,12.0,12.0,320.0,0.0,CEREAL MEAL,6.0,False
30007,"Cinnamon Toast Crunch Cereal, 25% Less Sugar",Each,56.0,210.0,3.0,5.0,1.0,0.0,44.0,7.0,11.0,11.0,320.0,0.0,CEREAL MEAL,6.0,False
30003,Honey Cheerios Cereal,Each,56.0,210.0,6.0,3.0,1.0,0.0,44.0,5.0,12.0,12.0,340.0,0.0,CEREAL MEAL,6.0,False
60015,Chana Masala,1/2 cup,132.8,80.0,4.0,2.0,0.0,0.0,14.0,4.0,2.0,0.0,140.0,0.0,CHANA MASALA W/ RICE,10.0,False
10075,Cheese Pizza,Slice,141.7,310.0,22.0,12.0,6.0,0.0,30.0,3.0,6.0,0.0,360.0,30.0,CHEESE PIZZA ELEMENTARY,10.0,False
60080,Cheese Pizza,Slice,141.7,310.0,22.0,12.0,6.0,0.0,30.0,3.0,6.0,0.0,360.0,30.0,CHEESE PIZZA ELEMENTARY,10.0,False
10110,Cheese Pizza,slice,145.4,335.0,21.0,15.0,8.0,0.0,29.0,3.0,3.0,1.0,500.0,34.0,CHEESE PIZZA ELEMENTARY,10.0,False
POS85,Cheese Pizza - ALC,serving,0.0,,,,,,,,,,,,CHEESE PIZZA ELEMENTARY,10.0,False
20003,"Cheese, American, Sliced(WRONG ITEM use 20051)",Slice,14.0,35.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,210.0,8.0,CHEESE PIZZA ELEMENTARY,6.0,False
20006,"Cheese, Shredded, Cheddar",1/4 cup,28.1,80.0,7.0,6.0,4.0,0.0,1.0,0.0,0.0,,200.0,20.0,CHEESE PIZZA ELEMENTARY,6.0,False
20007,"Cheese, Shredded, Mozzarella",1/4 cup,28.0,90.0,7.0,6.0,4.0,0.0,1.0,0.0,1.0,0.0,180.0,15.0,CHEESE PIZZA ELEMENTARY,6.0,False
60203,Cooked Spaghetti,1/2 cup (#8 scoop),70.7,139.0,5.0,1.0,0.0,0.0,28.0,2.0,1.0,0.0,4.0,0.0,CHEESE PIZZA ELEMENTARY,0.0,False
10124,Deep Dish Pizza,Each,141.2,310.0,16.0,13.0,6.0,0.0,31.0,3.0,9.0,2.0,440.0,30.0,CHEESE PIZZA ELEMENTARY,6.0,False
10042,"Pasta, Lasagna Roll-Up, Cheese",Each,121.0,240.0,15.0,6.0,4.0,0.0,29.0,2.0,5.0,,390.0,20.0,CHEESE PIZZA ELEMENTARY,6.0,False
60018,Cheese Quesadilla,Quesadilla,118.4,351.0,19.0,17.0,8.0,0.0,31.0,3.0,3.0,1.0,603.0,35.0,CHEESE QUESADILLA ELEMENTARY,10.0,False
10015,Baked Cheese Sticks,2 Cheese Sticks,109.4,300.0,16.0,12.0,6.0,0.0,17.0,2.0,4.0,2.0,640.0,30.0,CHEESE STICKS W/MARINARA SECONDARY,10.0,False
20036,Celery Sticks,1/2 cup,113.4,16.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,91.0,0.0,CHEESE STICKS W/MARINARA SECONDARY,6.0,False
10127,"Cheese Sticks, Baked (Warehouse - effective 9/1)",2 Cheese Sticks,109.4,300.0,16.0,12.0,6.0,0.0,17.0,2.0,4.0,2.0,640.0,30.0,CHEESE STICKS W/MARINARA SECONDARY,10.0,False
30018,Marinara Sauce,1/2 cup,125.0,60.0,2.0,2.0,0.0,0.0,10.0,2.0,6.0,1.0,135.0,,CHEESE STICKS W/MARINARA SECONDARY,6.0,False
60007,Cheeseburger,Sandwich,134.8,335.0,21.0,15.0,6.0,0.0,30.0,4.0,4.0,3.0,620.0,52.0,CHEESEBURGER ELEMENTARY,6.0,False
60193,Turkey Bacon Cheeseburger,Sandwich,148.5,365.0,23.0,17.0,7.0,,30.0,4.0,4.0,3.0,687.0,63.0,CHEESEBURGER ELEMENTARY,6.0,False
30033,Cheez-Its Crackers,Package,21.3,100.0,2.0,4.0,1.0,0.0,14.0,1.0,0.0,0.0,150.0,5.0,CHEEZ-IT,6.0,False
30139,Cherry Coke 24/12oz,Each,453.6,,,,,,,,,,,,CHEEZ-IT,0.0,False
30039,Cherry Flavored Dried Cranberries,Each,32.9,110.0,2.0,0.0,0.0,0.0,27.0,2.0,24.0,21.0,0.0,0.0,CHEEZ-IT,0.0,False
20011,Cherry Tomatoes,1/4 cup,37.4,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,CHEEZ-IT,0.0,False
30148,Gatorade Zero Glacier Cherry,Each,567.0,,,,,,,,,,,,CHEEZ-IT,0.0,False
30149,Gatorade Zero Glacier Freeze,Each,567.0,,,,,,,,,,,,CHEEZ-IT,0.0,False
30115,SS Baked Cheetos Flaming Limon,Each,24.9,,,,,,,,,,,,CHEEZ-IT,0.0,False
30133,"WG Cheez-Its Cheddar, Vending Only",Each,28.3,,,,,,,,,,,,CHEEZ-IT,6.0,False
60162,Chicken & Biscuit Sandwich,Sandwich,114.9,285.0,11.0,12.0,5.0,0.0,34.0,3.0,3.0,2.0,420.0,20.0,CHICKEN & CHEESE QUESADILLA SECONDARY,10.0,False
60063,Chicken & Vegetable Dumplings,6 dumplings,136.1,242.0,17.0,7.0,1.0,0.0,31.0,2.0,3.0,1.0,554.0,35.0,CHICKEN & CHEESE QUESADILLA SECONDARY,10.0,False
10058,Chicken & Vegetable Dumplings,6 dumplings,134.9,240.0,17.0,7.0,0.0,0.0,31.0,2.0,3.0,0.0,550.0,35.0,CHICKEN & CHEESE QUESADILLA SECONDARY,10.0,False
60002,Chicken Quesadilla,quesadilla,121.4,341.0,24.0,11.0,4.0,,30.0,3.0,3.0,1.0,441.0,53.0,CHICKEN & CHEESE QUESADILLA SECONDARY,10.0,False
60073,Chicken and Cheese Quesadilla,Quesadilla,153.9,402.0,28.0,18.0,8.0,0.0,31.0,3.0,3.0,1.0,738.0,61.0,CHICKEN & CHEESE QUESADILLA SECONDARY,18.0,False
60095,Chicken and Cheese Quesadilla,Quesadilla,137.7,316.0,21.0,12.0,4.0,0.0,31.0,3.0,3.0,1.0,635.0,43.0,CHICKEN & CHEESE QUESADILLA SECONDARY,18.0,False
60129,"Quesadilla, Chicken & Cheese (Shred Chicken) 6 in Tortilla",Quesadilla,135.7,316.0,20.0,12.0,6.0,0.0,32.0,4.0,3.0,2.0,565.0,43.0,CHICKEN & CHEESE QUESADILLA SECONDARY,18.0,False
10079,Sweet & Sour Chicken,1/2 cup,102.1,140.0,11.0,3.0,1.0,0.0,18.0,0.0,9.0,0.0,200.0,40.0,CHICKEN & CHEESE QUESADILLA SECONDARY,10.0,False
60174,Buffalo Chicken Dip,1/2 cup (#8 scoop),106.3,256.0,22.0,13.0,4.0,,4.0,0.0,3.0,1.0,511.0,73.0,CHICKEN TENDERS SECONDARY,6.0,False
60141,Buffalo Chicken Dip,1/2 cup (#8 scoop),173.6,348.0,30.0,23.0,10.0,0.0,8.0,,4.0,1.0,1050.0,84.0,CHICKEN TENDERS SECONDARY,6.0,False
60093,Chicken Alfredo Pasta,1 cup,636.6,358.0,23.0,10.0,4.0,0.0,47.0,4.0,6.0,,479.0,46.0,CHICKEN TENDERS SECONDARY,6.0,False
60029,Chicken Alfredo Pasta,heaping 1 cup ( #4 scoop),624.7,343.0,24.0,8.0,3.0,0.0,46.0,4.0,5.0,,377.0,48.0,CHICKEN TENDERS SECONDARY,6.0,False
60067,Chicken Eggroll,2 Egg Rolls,170.0,320.0,18.0,10.0,3.0,0.0,40.0,6.0,4.0,2.0,780.0,60.0,CHICKEN TENDERS SECONDARY,6.0,False
60224,Chicken Salad,2/3 cup (#6 scoop),141.7,239.0,24.0,6.0,1.0,,8.0,1.0,5.0,0.0,210.0,83.0,CHICKEN TENDERS SECONDARY,6.0,False
60140,Chicken Salad,2/3 cup (#6 scoop),141.7,239.0,24.0,6.0,1.0,,8.0,1.0,5.0,0.0,210.0,83.0,CHICKEN TENDERS SECONDARY,6.0,False
60047,Chicken Tenders,3 tenders,131.8,226.0,17.0,10.0,1.0,0.0,18.0,4.0,0.0,0.0,389.0,60.0,CHICKEN TENDERS SECONDARY,10.0,False
60108,Chicken Tenders Sub,Sandwich,189.0,366.0,23.0,12.0,1.0,0.0,45.0,8.0,3.0,3.0,609.0,60.0,CHICKEN TENDERS SECONDARY,10.0,False
10084,"Chicken, Bites",4 Bites,99.2,180.0,17.0,6.0,1.0,0.0,15.0,1.0,0.0,0.0,531.0,45.0,CHICKEN TENDERS SECONDARY,6.0,False
60056,"Chicken, Bites, Breaded",4 Bites,99.8,181.0,17.0,6.0,1.0,0.0,15.0,1.0,0.0,0.0,534.0,45.0,CHICKEN TENDERS SECONDARY,6.0,False
60083,"Chicken, Bites, Korean",4 Bites w/ 1oz sauce,117.4,205.0,12.0,8.0,1.0,0.0,26.0,3.0,8.0,5.0,524.0,0.0,CHICKEN TENDERS SECONDARY,6.0,False
10004,"Chicken, Diced (DO NOT USE)",1/2 cup,65.2,93.0,17.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,248.0,47.0,CHICKEN TENDERS SECONDARY,6.0,False
10090,"Chicken, Shredded, Fully Cooked",1/2 cup,95.0,101.0,18.0,3.0,0.0,0.0,2.0,,0.0,0.0,447.0,50.0,CHICKEN TENDERS SECONDARY,6.0,False
10005,"Chicken, Wings, Pre-Cooked",3 Wings,128.0,192.0,19.0,13.0,0.0,17.0,0.0,0.0,0.0,0.0,166.0,122.0,CHICKEN TENDERS SECONDARY,6.0,False
60086,Sweet Thai Chili Chicken Bites,4 Bites w/ 1oz sauce,9100.2,235.0,17.0,6.0,1.0,0.0,28.0,1.0,11.0,10.0,837.0,45.0,CHICKEN TENDERS SECONDARY,6.0,False
60087,Sweet Thai Chili Chicken Wings,3 Wings,156.4,246.0,19.0,13.0,0.0,17.0,13.0,0.0,11.0,10.0,469.0,122.0,CHICKEN TENDERS SECONDARY,6.0,False
60114,Tacos with diced chicken,Serving,174.0,311.0,26.0,8.0,3.0,0.0,33.0,5.0,3.0,2.0,544.0,61.0,CHICKEN TENDERS SECONDARY,6.0,False
60115,Tacos with pulled  chicken,Serving,183.9,291.0,22.0,8.0,2.0,0.0,34.0,5.0,3.0,2.0,667.0,50.0,CHICKEN TENDERS SECONDARY,6.0,False
60132,Chicken Masala Drumstick,Drumstick,150.2,282.0,24.0,16.0,4.0,0.0,8.0,0.0,2.0,2.0,1035.0,118.0,CHICKEN TIKKA MASALA W/ RICE,10.0,False
60180,Chicken Masala Drumstick,Drumstick,94.8,150.0,17.0,8.0,2.0,0.0,2.0,0.0,1.0,1.0,350.0,90.0,CHICKEN TIKKA MASALA W/ RICE,10.0,False
60094,Chicken Tikka Masala,1/2 cup,123.3,101.0,18.0,3.0,0.0,0.0,2.0,,0.0,0.0,449.0,50.0,CHICKEN TIKKA MASALA W/ RICE,14.0,False
60023,Chicken Tikka Masala,1/2 cup,99.2,102.0,19.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,273.0,51.0,CHICKEN TIKKA MASALA W/ RICE,14.0,False
60021,Cooked  Brown Rice,1 cup cooked,220.5,227.0,5.0,2.0,0.0,0.0,48.0,1.0,0.0,,6.0,0.0,CHICKEN TIKKA MASALA W/ RICE,6.0,False
60209,Fried Rice,1 1/3 cup (2 - #6 scoops),419.9,430.0,17.0,7.0,1.0,0.0,73.0,6.0,5.0,,1344.0,1.0,CHICKEN TIKKA MASALA W/ RICE,6.0,False
10065,Tikka Masala Sauce,ounce,28.3,,,,,,,,,,,,CHICKEN TIKKA MASALA W/ RICE,10.0,False
30122,WG Chocolate Chip Rice Krispy Treats,Each,45.1,,,,,,,,,,,,CHICKEN TIKKA MASALA W/ RICE,6.0,False
60135,Cinnamon Waffle,each,68.0,200.0,5.0,8.0,3.0,0.0,30.0,2.0,12.0,11.0,230.0,25.0,CHICKENLESS BITE W/ MAPLEL WAFFLE SECONDARY,6.0,False
60190,French Toast Sticks,serving,99.0,250.0,6.0,9.0,2.0,0.0,37.0,3.0,7.0,7.0,300.0,0.0,CHICKENLESS BITE W/ MAPLEL WAFFLE SECONDARY,0.0,False
10056,Maple Belgian Waffle,Waffle,68.0,250.0,6.0,9.0,4.0,0.0,37.0,2.0,15.0,,290.0,44.0,CHICKENLESS BITE W/ MAPLEL WAFFLE SECONDARY,6.0,False
60102,"Waffle (Grain), Belgian, Buttery Maple, Bulk",Waffle,68.0,250.0,6.0,9.0,4.0,0.0,37.0,2.0,15.0,,290.0,44.0,CHICKENLESS BITE W/ MAPLEL WAFFLE SECONDARY,6.0,False
10061,"Waffle, Belgian, Sweet Cinnamon, WG, Bulk",Waffle,68.0,200.0,5.0,8.0,3.0,0.0,30.0,2.0,12.0,11.0,230.0,25.0,CHICKENLESS BITE W/ MAPLEL WAFFLE SECONDARY,6.0,False
30020,Applesauce,1/2 Cup,127.6,51.0,0.0,0.0,0.0,0.0,14.0,1.0,12.0,0.0,0.0,0.0,CHICKENLESS BITES W/ ORANGE SAUCE W/RICE,0.0,False
60142,Fairfax Sauce,1 TBSP,18.5,47.0,0.0,4.0,1.0,,3.0,0.0,2.0,2.0,146.0,7.0,CHICKENLESS BITES W/ ORANGE SAUCE W/RICE,6.0,False
30046,Granola,1/4 cup,25.5,104.0,2.0,2.0,0.0,0.0,20.0,2.0,5.0,5.0,0.0,0.0,CHICKENLESS BITES W/ ORANGE SAUCE W/RICE,0.0,False
30062,Hot Sauce Packet,Each,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,CHICKENLESS BITES W/ ORANGE SAUCE W/RICE,6.0,False
30037,IW Applesauce Cup,Each,128.0,50.0,0.0,0.0,0.0,0.0,14.0,1.0,12.0,0.0,0.0,0.0,CHICKENLESS BITES W/ ORANGE SAUCE W/RICE,0.0,False
30121,Kellogg’s W/G Rice Krispies Treats,Each,639.6,,,,,,,,,,,,CHICKENLESS BITES W/ ORANGE SAUCE W/RICE,10.0,False
60052,Orange Chickenless Bites,4 bites,117.3,220.0,13.0,8.0,1.0,0.0,30.0,3.0,13.0,10.0,430.0,0.0,CHICKENLESS BITES W/ ORANGE SAUCE W/RICE,14.0,False
10070,Orange Sauce,ounce,35.0,62.0,1.0,0.0,0.0,0.0,15.0,0.0,14.0,12.0,123.0,0.0,CHICKENLESS BITES W/ ORANGE SAUCE W/RICE,10.0,False
10009,"Sauce, Alfredo",2oz Ladle (1/4 cup),51.9,92.0,6.0,6.0,3.0,0.0,4.0,0.0,3.0,0.0,196.0,18.0,CHICKENLESS BITES W/ ORANGE SAUCE W/RICE,6.0,False
30078,"Sauce, BBQ, HFCS-Free, Bulk, Low-Sodium",2 TBSP,32.0,40.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,7.0,95.0,0.0,CHICKENLESS BITES W/ ORANGE SAUCE W/RICE,6.0,False
10011,Sweet Thai Chili Sauce,ounce,28.4,54.0,0.0,0.0,0.0,0.0,13.0,0.0,11.0,10.0,303.0,0.0,CHICKENLESS BITES W/ ORANGE SAUCE W/RICE,6.0,False
10033,Chocolate Chip Cookie,Cookie,36.9,148.0,2.0,5.0,2.0,0.0,24.0,2.0,11.0,9.0,96.0,19.0,COOKIE,6.0,False
30136,Coke Classic 24/12oz,Each,340.2,,,,,,,,,,,,COOKIE,0.0,False
30137,Coke Zero 24/12oz,Each,3430.3,,,,,,,,,,,,COOKIE,0.0,False
30113,Cool Ranch Reduced Fat Doritos,Each,28.3,,,,,,,,,,,,COOKIE,0.0,False
60118,Cool Ranch Slaw,1/4 cup,26.7,29.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,86.0,3.0,COOKIE,0.0,False
