RecipeID,RecipeName,ServingSize,GramsPerServing,Calories,Protein,Total Fat,Saturated Fat,Trans Fat,Total Carbohydrate,Dietary Fiber,Total Sugars,Added Sugars,Sodium,Cholesterol,sales_item,match_score,needs_review
10120,Honey Wheat Bagel,Bagel,56.7,130.0,4.0,1.0,0.0,0.0,25.0,3.0,2.0,2.0,200.0,0.0,BAGEL W/CREAM CHEESE,6.0,False
20030,Sour Cream,2 Tablespoons,30.0,60.0,1.0,5.0,3.0,0.0,1.0,0.0,1.0,1.0,15.0,15.0,BAGEL W/CREAM CHEESE,6.0,False
60160,BBQ Chicken Drumstick,Drumstick,120.3,185.0,17.0,8.0,2.0,0.0,10.0,0.0,8.0,7.0,434.0,90.0,BBQ CHICKEN DRUMSTICK ELEMENTARY,14.0,False
10066,"Chicken, Drumstick, Roasted",Each Drumstick,147.4,282.0,24.0,16.0,4.0,0.0,8.0,0.0,2.0,2.0,1035.0,118.0,BBQ CHICKEN DRUMSTICK ELEMENTARY,10.0,False
60117,"Chicken, Drumstick, Sweet Thai Chili",Drumstick,175.8,336.0,24.0,16.0,4.0,0.0,21.0,0.0,13.0,12.0,1338.0,118.0,BBQ CHICKEN DRUMSTICK ELEMENTARY,10.0,False
30099,Chickpeas,1/4 cup,65.0,40.0,2.0,1.0,0.0,0.0,7.0,2.0,1.0,0.0,70.0,0.0,BBQ CHICKEN DRUMSTICK ELEMENTARY,0.0,False
30159,Chickpeas,1/2 cup,130.0,80.0,4.0,1.0,0.0,0.0,14.0,4.0,2.0,0.0,140.0,0.0,BBQ CHICKEN DRUMSTICK ELEMENTARY,0.0,False
60017,Korean Chicken Drumstick,Drumstick,175.8,317.0,24.0,16.0,4.0,0.0,16.0,0.0,8.0,7.0,1229.0,118.0,BBQ CHICKEN DRUMSTICK ELEMENTARY,10.0,False
60188,Peruvian Chicken Drumstick,Each,111.1,154.0,17.0,8.0,2.0,,2.0,,1.0,1.0,528.0,90.0,BBQ CHICKEN DRUMSTICK ELEMENTARY,10.0,False
60161,Potstickers,6 Potstickers,143.6,242.0,16.0,5.0,1.0,0.0,33.0,4.0,2.0,1.0,363.0,0.0,BBQ CHICKEN DRUMSTICK ELEMENTARY,0.0,False
60170,BBQ  Turkey Sandwich,Sandwich,212.9,315.0,24.0,7.0,1.0,0.0,42.0,4.0,14.0,12.0,995.0,68.0,BBQ CHICKEN SANDWICH ELEMENTARY,10.0,False
60043,BBQ Chicken Sandwich,Sandwich,151.4,331.0,29.0,2.0,,,36.0,4.0,11.0,10.0,375.0,71.0,BBQ CHICKEN SANDWICH ELEMENTARY,14.0,False
